angle;angle;angle;angle;angle;angle;angle;angle;angle;angle;NULL;speed;speed;speed;speed;speed;speed;speed;speed;speed;speed
-0,18;-0,36;-0,31;-0,42;0,37;0,38;0,36;0,05;-0,13;0,22;NULL;-1,61;-1,14;-1,04;0,45;0,4;1,77;-0,66;-0,94;1,21;1,08
0,25;0,05;0,41;-0,18;0,33;0,1;-0,44;-0,11;-0,11;0,11;NULL;1,41;1,92;-1,39;1,86;-0,53;1;0,0599999;1,21;-0,76;0,75
-0,42;0,05;0,07;0,06;-0,22;-0,21;0,23;-0,21;0,2;0,35;NULL;0,88;-0,87;1,17;0,75;1,72;-0,16;1,14;-0,05;1,98;-1,35
-0,09;0,05;-0,33;0,00999999;0,15;0,28;0,13;0,00999999;0,34;0,22;NULL;0,65;1,82;-1,45;1,45;-0,35;-1,47;1,16;-1,51;1,81;-0,63
0,34;-0,4;0,15;0,09;0,09;-0,15;-0,39;0,42;0,38;0,17;NULL;1,64;1,82;-1,5;1,89;-0,74;0,04;1,32;-0,54;-0,79;-1,13
0,39;-0,22;-0,14;0,03;0,29;0,2;-0,13;0,28;0,41;0,24;NULL;1,1;1,05;0,19;0,88;1,49;1,73;-0,53;0,71;-1,31;-0,67
-0,39;-0,4;-0,17;-0,38;0,18;0,04;-0,19;-0,12;0,07;0,25;NULL;-0,98;-1,41;-0,04;-0,09;1,97;1,87;-0,51;-0,08;-0,51;0,8
0,08;-2,38419E-09;0,21;-0,32;-0,11;0,39;-0,2;0,08;-0,4;0,37;NULL;1,9;-1,71;0,86;-1,67;-0,62;0,21;-0,27;-1,94;-1,92;-1,87
0,19;-0,06;-0,23;0,42;0,02;0,38;0,26;0,1;0,31;0,02;NULL;1,63;-1,31;0,5;-0,62;-0,85;0,24;-0,25;0,5;0,48;1,65
-0,13;-0,02;0,18;-0,14;-0,42;-0,31;-0,23;0,27;0,1;-0,04;NULL;-1,74;0,76;-1,56;-1,31;-1,35;1,39;-1,74;1,42;0,22;-0,32
-0,43;-0,17;-0,44;0,35;0,26;-0,12;-0,22;-0,35;0,35;0,13;NULL;1,17;-1,99;1,53;-0,51;0,14;0,84;1,8;1,22;-1,89;1,52
0,31;0,24;0,12;0,4;-0,14;-0,37;0,3;0,22;-0,26;0,18;NULL;-0,02;1,63;-1,18;-0,76;0,81;0,72;1,78;0,41;-0,2;-1
-0,1;-0,02;0,11;-0,11;-0,42;-0,38;0,12;0,09;0,27;0,32;NULL;0,27;-1,48;-0,15;1,83;0,57;-0,89;1,84;1,8;0,2;0,56
0,31;-0,34;-0,18;-0,06;-0,16;-0,09;-0,29;0,14;-0,02;0,29;NULL;-1,18;0,04;-0,21;-1,11;-1,85;-1,51;-1,79;-1,54;0;0,11
-0,19;-0,00999999;-0,12;0,29;-0,00999999;0,35;0,26;0,13;0,28;0,19;NULL;1,58;0,83;-1,62;1,82;1,52;-1,09;1,22;-1,82;-0,41;0,73
-0,14;-0,21;-0,23;0,38;-0,37;0,06;0,06;-0,41;-0,31;-0,06;NULL;1,3;-1,98;-1,16;-0,69;0,27;0,94;-1,49;-0,14;1,85;-1,42
-0,15;0,42;0,11;-0,31;-0,14;-0,14;0,03;-0,03;0,23;-0,42;NULL;0,45;-0,36;0,72;0,04;0,15;1,06;1,67;-1,99;0,33;0,82
0,26;-0,18;-0,38;0,23;0,41;-0,06;-0,18;-0,44;0,41;0,08;NULL;0,39;1,21;-0,08;1,89;-0,8;-0,34;0,6;0,58;0,77;-0,23
0,22;-0,02;0,36;0,21;0,15;0,2;-0,3;0,16;0,17;-0,23;NULL;-0,69;-0,22;0,11;-0,83;0,04;-1,1;-0,82;-0,94;-0,04;0,77
0,13;-0,35;0,25;0,17;-0,11;-0,19;0,41;-0,41;-0,03;0,03;NULL;-0,2;-1,73;0,13;-0,57;-1,12;-1,11;0,5;0,66;1,53;1,9
-0,09;0,42;0,12;0,09;0,42;0,28;-0,27;-0,22;-0,31;-0,31;NULL;0,92;1,65;1,2;0,34;0;-1,2;-1,87;-1,03;-0,89;-1,66
-2,38419E-09;-0,11;-0,29;0,22;-0,26;0,24;-0,24;-0,32;-2,38419E-09;0,03;NULL;-1,34;-0,77;1,08;0,59;-0,42;-0,44;0,5;1,3;1,08;-1,11
0,06;-2,38419E-09;-0,31;0,09;-0,35;0,13;-2,38419E-09;-0,14;-0,44;0,18;NULL;-1,96;-1,84;0,02;-0,71;0,18;0,27;-1,57;-1,03;1,63;-0,36
-0,33;-0,13;0,41;-0,2;-0,34;0,37;-0,42;-0,26;0,25;-0,22;NULL;-0,35;1,18;1,89;-1,75;0,19;0,88;-0,09;1,47;1,08;0,41
-0,42;-0,03;-0,11;0,03;-0,12;-0,29;-0,17;-0,35;0,36;0,08;NULL;0,23;-0,63;-1,74;0,9;-0,04;-1;-0,12;0,46;-0,58;1,7
0,3;0,23;0,08;-0,04;0,2;-0,34;-0,44;-0,41;-0,39;-0,15;NULL;1,96;1,41;0,73;-0,13;-0,7;-0,13;1,74;-1,06;0,96;-0,82
0,34;-0,38;-0,4;-0,35;0,07;-0,37;-0,09;-0,14;-0,2;0,13;NULL;1,14;-1,23;1,47;-0,61;1;0,69;-0,08;-0,7;-1,49;0,31
-0,21;0,2;-0,09;0,29;0,34;0,35;0,31;-0,02;-0,32;-0,13;NULL;-1,23;0,13;-1,62;-1,91;-1,24;1,57;-0,22;1,1;0,36;-0,34
0,35;0,22;-0,05;0,29;-0,44;0,06;-0,42;0,36;-0,42;-0,02;NULL;0,8;0,0999999;1,99;1,34;0,85;-1,45;-1,72;-1,27;1,44;0,11
0,26;-0,07;0,03;0,07;0,32;-0,33;-0,32;-0,33;-0,32;-0,4;NULL;-1,05;-1,44;0,79;-0,65;1,24;-0,11;0,18;-1,75;-1,52;-1,04
-0,1;-0,07;-0,43;0,22;-0,21;-0,13;0,23;0,43;0,38;0,14;NULL;1,9;1,55;-1,6;-1,86;0,75;0,74;-0,8;-1,79;-0,41;-1,28
0,24;0,42;0,06;-0,4;-0,33;0,19;-0,36;0,29;0,32;0,03;NULL;0,54;-1,91;1,13;0,02;1,48;-0,0599999;-1,61;1,39;-1,91;1,48
0,36;0,02;-0,06;0,1;0,16;-0,15;0,23;0,43;-0,35;0,09;NULL;0,4;-0,09;-1,36;-0,03;1,86;1,85;0,39;1,54;1,5;0,37
-0,24;-0,33;-0,04;0,03;0,06;0,03;-0,38;0,37;0,34;0,37;NULL;-1,9;-0,29;0,63;-1,37;-1,62;-0,46;-1,29;-1,98;-1,22;-0,4
-0,32;-0,37;-0,33;-0,21;0,2;-0,31;0,26;-0,28;-0,33;0,18;NULL;-0,78;-1,42;0,74;1,21;0,0799999;1,15;0,59;-1,01;-1,85;1,35
0,00999999;-0,2;0,05;0,28;0,17;-0,36;0,08;0,25;-0,34;-0,4;NULL;-1,28;-0,86;-0,09;-0,37;0,19;1,83;1,8;-0,13;0,21;0,36
0,2;-0,24;-0,41;-0,08;-0,36;-0,22;0,15;-2,38419E-09;0,28;-0,19;NULL;-1,12;0,66;0,86;1,54;1,42;-1,89;1,26;0,03;-1,52;0,83
0,13;0,4;0,22;0,21;-0,19;0,12;-0,35;-0,34;0,37;0,05;NULL;0,87;-1,28;-1,97;0,2;0,16;-1,71;1,49;-1,65;-0,36;0,4
0,21;-0,29;-0,07;0,38;-0,15;-0,3;-0,41;-0,24;0,11;0,14;NULL;0,45;1,95;1,61;1,65;0,12;-0,88;1,53;-0,99;-1,8;-1,79
-0,44;-0,00999999;-0,33;-0,28;-0,11;0,42;0,24;0,38;0,3;-0,25;NULL;-0,92;-0,78;-1,6;1,19;1,32;0,29;-1,48;-1,93;-1,92;0,0799999
-0,22;0,19;0,39;-0,28;-0,18;-0,12;-0,3;-0,09;-0,3;0,09;NULL;-0,24;-0,44;0,66;0,04;-0,78;1,98;-1,51;-1,23;1,37;-0,04
0,23;-0,16;-0,26;-0,38;-0,24;0,33;-0,32;0,38;0,21;-0,03;NULL;-0,89;-1,75;1,78;-0,48;-0,92;-0,6;-1,37;-0,35;-0,23;-1,13
-0,07;0,24;0,00999999;0,14;-0,27;0,05;0,42;0,21;0,23;-0,00999999;NULL;0,19;-1,84;-1,7;1,48;1,67;-1,08;1,25;-0,36;-1,68;0,12
-0,35;0,22;-0,37;0,37;0,32;0,34;-0,38;-0,23;-0,25;0,11;NULL;-0,6;0,34;0,78;0,77;1,51;0,85;-1,85;-0,55;-0,12;-0,0700001
0,1;-0,39;-0,08;0,19;0,03;0,14;0,22;0,06;-0,13;0,4;NULL;-0,14;1,5;-1,63;-1,86;-1,55;-1,8;-0,39;-1,04;0,24;1,07
-0,14;0,03;-0,14;0,31;0,21;-0,33;-0,09;-0,29;0,15;0,18;NULL;-0,45;-0,02;1,35;0,83;-0,7;-1,33;-0,92;-0,39;-0,8;-0,56
0,33;-0,42;0,19;0,16;-0,09;0,05;0,41;0,25;0,09;0,27;NULL;-0,94;-1,03;-0,37;0,63;1,23;-1,13;1,98;1,61;-1,01;-0,68
-0,13;0,41;-0,19;-0,34;-2,38419E-09;0,41;0,35;-0,33;0,12;-0,44;NULL;-0,63;-1,1;0,66;-1,69;-1,79;-1,84;-0,74;1,69;0,49;-1,6
0,00999999;0,3;-0,34;-0,22;-0,17;-0,36;0,24;0,33;0,12;-0,33;NULL;1,91;0,64;-1,04;0,72;-0,86;-0,82;0,64;1,82;0,23;1,19
-0,29;-0,08;-0,41;-0,14;0,17;-0,38;-0,25;0,1;-0,15;0,00999999;NULL;1,25;-0,33;-0,22;0,54;1,96;1,61;-0,67;0,72;-1,92;-0,38
-0,28;-0,14;-0,18;0,32;0,03;-0,24;-0,32;0,39;-0,42;0,22;NULL;0,45;1,11;1,44;1,27;-0,0700001;1,61;-1,05;-0,42;0,22;-1,85
0,09;0,43;0,18;-0,3;-0,23;0,43;-0,09;-0,34;0,19;-0,04;NULL;-1,81;-0,04;0,45;-1,78;-1,69;0,63;-0,85;-1,67;-0,87;-1,23
-0,13;-0,24;0,14;-0,17;0,16;0,35;0,37;-0,02;0,09;0,21;NULL;-0,48;0,77;1,32;0,19;-1,59;-1,72;0,79;-0,57;-1,54;0,74
-0,32;0,26;-0,15;0,39;-0,16;0,08;0,05;0,16;-0,25;0,3;NULL;0,36;-0,97;-1,63;-0,13;1,14;0,16;1,33;-0,29;0,44;0,8
-0,36;0,18;-0,43;0,03;0,3;-0,29;-0,12;0,05;0,02;-0,03;NULL;-1,56;0,2;1,03;-1,96;1,13;-0,92;-0,64;-1,89;-1,18;-0,75
0,37;0,09;0,31;-0,25;-0,31;-0,25;-0,04;-0,22;0,25;-0,13;NULL;1;0,24;-1,76;0,27;-1,86;0,68;1,98;-0,95;-1;-1,58
0,39;-0,44;0,3;0,04;0,18;0,00999999;0,02;-0,23;-0,15;0,37;NULL;1,81;1,49;0,5;1,13;0,11;-1,85;-1,38;1,17;1,04;-0,19
0,37;0,39;0,3;0,11;0,41;-0,36;0,06;0,25;-0,18;0,4;NULL;-1,02;-0,57;1,6;-0,62;-1,86;-0,8;0,43;-0,29;-0,61;0,02
-0,07;0,00999999;0,07;0,23;-0,03;0,1;-0,3;0,32;0,27;-0,35;NULL;-0,56;-0,95;0,00999999;-1,92;-1,23;0,82;1,62;0,96;0,0899999;0,63
-0,04;0,33;-0,15;0,09;0,12;-0,24;-0,34;-2,38419E-09;0,27;-0,05;NULL;-0,68;-0,96;-0,21;1,67;1,39;-1,3;0,88;-0,37;1,24;1,43
-0,39;0,07;-0,06;-0,39;0,27;-0,15;-0,36;-0,41;-2,38419E-09;-0,2;NULL;-0,95;1,6;-1,25;1,21;-1,5;-0,32;-1,85;1,53;-0,36;0,0899999
-0,17;0,21;-0,13;-0,05;0,15;-0,42;-0,25;-0,29;-0,37;-0,29;NULL;-0,79;1,1;-1,56;-1,31;1,44;-1,01;-0,62;0,64;1,84;0,73
-0,42;-0,42;-0,09;-2,38419E-09;0,21;-0,13;0,08;0,21;0,38;0,04;NULL;0,0999999;1,25;0,3;1,63;-0,41;-0,14;-1,63;0,4;0,67;-0,81
-0,21;-0,17;-0,35;-0,02;-0,17;-0,03;0,11;0,21;0,3;0,27;NULL;1,17;-1,79;-0,8;0,59;0,0599999;0,0799999;1,78;1,91;1,54;-0,42
-0,42;0,29;0,39;0,02;-0,41;0,1;-0,09;0,06;-0,29;0,17;NULL;-0,13;1,36;0,0799999;0,54;1,74;-0,39;-0,62;-1,17;1,16;0,87
-0,36;-0,00999999;-0,28;-0,36;-0,08;-0,07;-0,43;0,26;-0,44;0,04;NULL;1,36;0,14;-0,38;-1,32;0,34;-1,34;-0,08;-1,55;-1,34;-0,98
-0,24;-0,43;0,27;-0,04;-0,21;-0,29;0,18;0,41;0,07;0,21;NULL;-1,64;-0,12;1,43;0,95;1,49;0,46;-0,92;1,79;-0,39;1,09
0,31;-0,08;0,16;-0,05;0,31;0,00999999;-0,08;0,3;-0,1;0,24;NULL;1,27;-0,57;1,44;-0,17;-0,54;1,06;-1,86;-1,22;-0,91;0,96
0,36;-0,2;0,03;-0,12;0,13;-2,38419E-09;0,33;-0,37;-0,4;-0,41;NULL;-1,32;-1,22;1,95;-1,44;1,68;-0,85;-1,04;-1,87;0,33;0
0,32;-0,29;0,22;-0,2;0,00999999;0,42;-0,19;-0,27;-0,02;0,07;NULL;1,29;-0,15;1,95;0,56;-1,8;-0,75;1,77;0,41;0,12;0,27
-0,19;-0,21;0,39;0,15;0,28;0,38;-0,02;-0,39;-0,29;0,31;NULL;0,62;-1,64;-1,86;-0,67;-1,89;0,31;-1,69;1,23;1,24;0,99
0,28;0,27;-0,25;-0,03;0,1;0,03;0,25;0,16;-0,39;-0,42;NULL;-1;0,56;-1,97;0,78;-1,85;0,45;0,84;0,74;-1,75;0,21
-0,1;0,41;-0,38;-0,36;0,07;-0,16;-0,41;0,33;0,1;-0,36;NULL;-0,81;-0,44;1,79;-0,97;-1,67;0,61;-0,85;1,92;0,35;0,45
0,32;-0,42;0,15;-0,00999999;-0,09;-0,25;-0,36;0,15;0,28;-0,13;NULL;-0,66;1,27;1,29;1,07;0,48;1,98;-1,8;-0,58;-1,95;0,0699999
0,1;-0,02;-0,38;-0,09;-0,42;0,34;-0,16;0,02;0,08;0,3;NULL;0,81;-0,16;0,04;0,69;0,48;-0,18;0,0599999;1,19;-0,82;1,69
0,41;0,42;-0,17;0,16;0,2;-0,26;-0,04;0,00999999;-0,12;0,02;NULL;0,76;1,85;-0,28;-0,97;-0,82;-1,82;-0,51;-0,77;-0,19;-1,45
0,42;-0,4;0,41;0,15;-0,36;0,15;0,14;0,08;-0,33;-0,36;NULL;0,75;0,0799999;0,74;-1,3;1,63;1,38;1,08;1,32;-1,16;1,34
0,18;-0,43;-0,36;-0,38;0,07;-0,12;-0,08;-0,27;0,05;-0,37;NULL;-0,34;0,16;-1,56;-0,19;0,3;0,86;0,76;1,65;1,92;0,61
-0,29;0,18;-0,00999999;-0,24;-0,2;-0,36;0,21;0,41;0,27;-0,24;NULL;-1,05;-0,24;1,85;-1,11;0,94;1,47;0,36;1,45;0,31;-0,88
-0,31;0,36;-0,26;-0,14;-0,38;0,4;-0,35;-0,43;-0,12;0,18;NULL;0,17;-1,74;-1,02;-1,31;0,48;-1,65;-1,26;-0,0599999;0,9;0,0699999
-0,26;0,07;0,22;-0,23;-0,23;0,27;-0,37;-0,05;0,13;0,14;NULL;1,3;-0,98;0,57;0,86;-1,06;-1,81;1,39;0,75;0,13;0,22
-0,15;0,22;0,00999999;-0,3;0,13;-0,33;-0,2;-0,18;-0,03;-0,18;NULL;-1,89;-0,97;-0,82;1,2;-0,56;-0,03;1,44;1,44;1,32;1,81
-0,42;-0,37;-0,03;-0,33;0,12;-0,39;0,42;0,27;0,16;-0,32;NULL;0,8;-0,5;-0,26;-1,34;-0,82;0,0899999;-1,11;-1,89;0,64;-0,0599999
0,42;-0,02;0,15;-0,16;0,26;0,23;0,26;-0,39;-0,42;0,26;NULL;0,43;0,45;-1,93;0,63;1,74;0,39;0,21;0,41;1,06;-0,75
0,29;0,03;0,29;0,33;-0,13;0,4;0,18;0,39;-0,33;0,29;NULL;1,01;0,3;-1,75;-0,34;-1,89;0,0799999;0,9;0,94;0,55;1,32
0,29;0,36;-0,28;-0,28;-0,24;0,28;-0,02;-0,27;-0,22;0,23;NULL;0,31;0,36;0,14;-0,6;1,91;1,17;1,37;-0,35;0,44;-0,56
0,23;0,00999999;-0,33;0,26;-0,36;0,05;0,29;-0,43;-0,19;-0,43;NULL;0,13;-1,66;0,62;0,56;-1,91;-0,89;0,62;-1,87;-0,61;-0,89
-0,07;0,27;-0,23;-0,26;-0,08;-0,1;-0,17;0,43;-0,17;-0,08;NULL;1,24;-0,29;1,31;0,15;1,05;-1,51;1,82;-1,36;0,78;-1,25
0,22;0,00999999;0,36;-0,05;-0,43;0,27;0,02;0,17;0,2;-0,26;NULL;1,17;-0,31;1,31;1,76;-1,97;-1,98;-0,87;-1,23;1,07;0,9
0,16;-0,35;-0,14;0,22;-0,21;0,32;0,36;-2,38419E-09;-0,16;-0,43;NULL;1,13;0,89;1,19;-1,66;1,95;-1,05;-1,18;-0,72;-1,52;0,31
0,28;0,14;-0,29;-0,42;0,4;-0,26;0,1;0,12;-0,25;0,11;NULL;-1,61;-0,59;-0,97;1,65;-1,21;1,2;0,44;-0,64;1,52;-1,35
0,18;-0,05;0,15;-0,3;0,34;0,43;0,42;-0,42;0,35;-0,32;NULL;1,8;1,24;-1,67;-0,74;-1,1;-1,2;1,34;-1,59;-1,54;0,89
0,04;-0,43;0,06;-0,21;0,39;-0,07;-0,42;0,16;0,39;-2,38419E-09;NULL;-1,1;-0,17;1,13;-0,42;0,64;0,91;0,74;1,7;0,89;1,13
0,09;-0,18;-0,17;0,04;-0,28;-0,07;-0,22;0,03;-0,36;0,03;NULL;-0,2;-1,71;-1,67;-1,4;0,69;0,43;-0,3;0,73;-1,2;-1,73
0,1;0,24;-0,19;-0,09;-0,28;0,41;-0,25;-0,04;-0,06;-0,00999999;NULL;-1,04;-1,67;-1,8;1,05;-1,41;-1,73;0,76;0,45;-1,92;-0,56
-0,28;0,00999999;-0,16;0,25;0,11;0,35;0,4;-0,39;0,32;-0,4;NULL;-0,27;0,82;-1,92;-0,35;0,42;1,43;-1,21;1,56;-1,57;-0,63
0,38;-0,11;0,26;0,32;-0,04;0,15;-0,12;0,38;0,31;-0,34;NULL;1,1;1,47;-1,18;-1,36;0,5;1,47;-0,35;-0,74;1,47;0,5
-0,35;-0,05;0,16;0,27;0,07;0,36;0,2;-0,35;-0,05;0,07;NULL;-1,61;-0,93;0,7;0,0999999;1,03;-1,65;1,31;0,0799999;1,75;-0,51
0,29;0,37;-0,2;0,26;-0,25;-0,06;0,32;-0,04;0,36;0,06;NULL;-0,57;0,79;-1,06;0,3;-0,76;0,02;-0,18;0,85;0,12;0,29
-0,06;0,1;-0,32;-0,33;0,34;0,35;0,37;-0,24;-0,13;-0,28;NULL;-0,33;-1,63;0,74;0,6;0,02;0,38;-1,03;1,62;1,83;1,16
-0,08;-0,18;0,37;0,37;0,18;0,43;0,41;-0,14;-0,16;0,14;NULL;-1,34;-1,56;1,28;1,11;1,78;1,23;1,16;1,45;1,06;-1,7
-0,17;0,43;-0,29;0,4;0,03;-0,35;0,33;0,25;-0,13;-0,18;NULL;1,57;0,58;1,09;0,7;-0,71;-0,00999999;1,9;0,48;-1,31;-0,89
0,03;0,33;-0,29;0,05;0,05;0,07;-0,38;-0,08;0,17;0,38;NULL;0,96;1,58;0,61;0,93;0,59;-0,02;1,01;-1,91;-1,62;-0,46
0,42;-0,36;-0,44;0,11;-0,04;0,16;-0,33;-0,4;0,41;0,1;NULL;0,68;-1,69;0,71;-0,34;1,72;0,87;-0,19;0,45;1,31;-1,49
-0,09;0,36;0,18;0,25;-0,19;0,17;0,41;0,17;-0,25;-0,36;NULL;1,19;0,28;-1,24;0,52;-1,74;-1,15;1,11;1,64;-1,94;0,7
-0,42;0,26;-0,19;0,25;0,19;-0,31;-0,35;0,2;0,08;-0,26;NULL;-1,87;1,97;-1,91;1,44;-1,79;1,13;1,63;-0,72;-1,42;-1,19
-0,08;0,09;0,4;0,12;0,35;-0,03;0,18;-0,2;0,31;-0,3;NULL;1,13;0,49;-1,89;1,11;1,87;1,76;1,77;1,71;1,82;-0,33
-0,15;-0,05;0,41;0,08;-0,44;0,31;0,02;-0,1;0,07;-0,42;NULL;-0,28;-1,51;0,26;0,26;1,03;0,57;-1,72;-1,87;-0,41;-1,14
0,32;0,29;0,16;0,15;0,11;0,14;0,03;0,39;0,33;0,22;NULL;-0,43;0,2;1,52;-0,32;-0,15;-0,3;1,28;1,54;0,98;-0,69
0,14;0,13;-0,05;-0,23;-0,1;0,22;0,29;-0,12;-0,24;-0,06;NULL;-1,66;1,08;-0,13;1,93;-0,44;1,38;0,21;-1,49;0,00999999;-0,21
-0,38;0,26;0,08;0,21;-0,34;0,08;-0,02;-0,17;-0,14;0,25;NULL;-1,63;0,97;-0,56;1,24;1,63;0,65;-0,45;0,91;1,01;1,57
-0,12;-0,12;-0,44;0,43;0,34;-0,43;-0,12;-0,24;-0,22;0,05;NULL;-1,27;0,12;-1,26;-1,33;1,65;1,98;-1,6;0,68;-1,87;0,55
0,16;-0,18;0,36;0,37;-0,4;-0,09;-0,14;-0,39;-0,05;0,17;NULL;-0,74;1,01;1,07;0,28;0,34;0,17;-0,73;-1,5;1,33;-0,51
-0,43;0,17;-0,16;0,23;-0,33;0,4;0,3;-0,09;0,31;-0,08;NULL;-1,81;-1,2;-0,78;-1,41;-0,98;-1,25;0,19;0,32;1,06;-0,88
0,21;0,34;0,16;-0,28;0,43;-0,17;0,26;-0,04;0,32;-0,24;NULL;1,8;0,37;-1,94;-0,35;-0,59;-0,38;-1,48;-1,51;-1,64;0,22
-0,16;-0,03;0,42;0,03;0,24;-0,41;0,41;-0,06;-0,18;-0,35;NULL;-1,8;0,0799999;1,29;0,56;0,39;-1,36;0,16;1,3;-1,63;-0,66
-0,04;0,43;0,09;0,25;0,26;0,00999999;-0,04;0,37;0,42;-0,3;NULL;-0,69;-1,84;-1,13;-1,75;-0,42;-1,71;1,5;0,14;-1,67;1,99
0,15;-0,22;0,36;-0,09;-0,28;-0,35;-0,43;0,23;-0,14;-0,03;NULL;1,39;-0,61;-0,15;1,58;1,24;1,96;1,27;-1,27;0,61;-0,72
-0,41;0,2;-0,11;-0,41;0,39;-0,04;0,12;-0,3;-0,35;0,02;NULL;0,23;-1,67;1,49;-0,83;0,66;-1,41;1,41;-0,8;0,45;1,3
-0,23;0,11;-2,38419E-09;0,43;-0,11;0,34;0,23;0,09;-0,15;-0,05;NULL;-1,24;-0,1;0,0799999;0,43;-0,18;-1,53;1,19;-1,68;1,12;1,09
-0,31;0,18;-0,42;0,22;-0,02;0,1;-0,26;0,31;-0,37;0,29;NULL;-0,11;-0,1;-0,74;-1,03;-1,16;0,0699999;0,13;1,26;0,78;-0,8
0,09;-0,41;0,34;-0,1;0,00999999;0,17;-0,16;0,36;0,38;0,38;NULL;-0,71;1,96;0,64;-0,53;1,12;-0,58;1,85;-0,41;1,09;0,85
0,05;-0,17;0,43;0,26;-0,17;0,31;-0,33;-0,36;-0,16;0,21;NULL;-1,21;-1,73;1,9;-1,25;-1,98;-0,89;-0,09;-1,04;-0,72;0,43
-0,19;0,18;0,27;-0,24;-0,03;0,43;0,11;0,42;-0,4;-0,37;NULL;0,93;-1,59;-0,73;0,45;-1,81;-1,64;-1,7;-0,8;-1,6;-1,95
0,2;-0,08;-0,25;-0,22;0,4;-0,1;-0,35;0,29;0,43;-0,24;NULL;1,32;0,72;-0,33;0,28;-0,25;-0,34;1,74;-0,44;-1,85;0,82
0,17;-0,21;-0,24;0,18;-0,19;0,1;0,02;0,41;0,09;0,08;NULL;0,88;-1,71;0,96;0,52;-1,97;-0,12;-1,56;0,74;0,58;-0,26
0,19;-0,00999999;-0,15;0,26;0,09;0,03;0,18;-0,23;0,11;-0,09;NULL;-0,42;-0,5;-0,52;0,0799999;-0,64;-1,15;1,23;-1,18;1,26;-1,83
-0,31;-0,25;0,08;0,17;-0,19;-0,34;0,09;-0,14;0,32;0,34;NULL;-0,1;-1,76;-0,96;-0,57;1,75;0,48;-1,8;-1,26;-0,18;1,82
-0,13;0,34;0,18;0,26;0,3;0,18;0,38;0,43;0,32;-0,24;NULL;-1,98;1,82;1,72;-1,58;-0,09;1,5;0,57;-1,51;-0,29;-1,86
0,43;-0,35;-0,3;0,38;0,19;0,12;0,41;0,28;0,15;-0,24;NULL;0,39;0,64;0,99;0,66;-0,51;-1,39;-0,49;1,17;-0,43;0,54
-0,09;-0,14;-0,38;0,05;-0,24;0,38;0,18;-0,36;-0,42;0,2;NULL;-0,44;-0,62;-0,03;-1,37;-1,73;-1,93;1,38;0;0,48;1,01
0,26;-2,38419E-09;0,37;-0,23;-0,21;0,18;-0,17;-0,00999999;0,06;0,38;NULL;0,32;0,6;-1,24;-0,14;1,39;0,28;1,4;-1,85;-0,86;1,62
0,09;0,12;0,11;0,03;-0,28;-0,21;-0,03;0,39;-0,19;0,00999999;NULL;-0,56;1,22;1,75;1,34;1,89;-1,23;-0,48;-1,71;-1,72;1,97
-0,04;0,08;-0,26;-0,39;-0,22;0,04;-0,21;-0,23;0,14;-0,29;NULL;0,57;1,09;0,56;-1,32;-1,53;1,14;-1,8;1,12;-1,14;0,76
-0,19;0,03;-0,12;-0,24;-0,3;-0,35;0,03;0,43;0,19;-0,07;NULL;-1,42;-1,67;0,05;-1,85;1,49;-0,57;0,53;-1,59;-1,28;-0,39
0,21;0,09;0,29;0,22;-0,13;-0,21;0,41;0,37;0,3;0,11;NULL;-0,19;0,47;0,04;-0,57;-1,11;1,69;0,86;-0,71;-1,38;-0,71
0,12;0,04;0,07;-0,06;0,32;0,14;-0,23;-0,03;0,09;0,09;NULL;-1,29;0,3;-0,89;0,65;-0,21;-1,22;-0,92;-1,1;-0,53;-0,72
0,17;-0,37;-0,24;-0,25;0,29;-0,16;0,35;-0,00999999;0,02;0,3;NULL;-1,31;0,53;1,62;-1,31;-1,01;0,85;-1,49;1,15;0,24;-0,45
0,43;0,17;-0,36;0,23;-0,27;0,12;0,34;0,27;-0,06;0,2;NULL;1,3;-1,17;-0,45;-0,95;-1,22;-1,32;1,57;1,68;-0,02;0,77
-0,00999999;-0,08;-0,41;-0,44;-0,06;-0,19;0,21;-0,07;-0,00999999;-0,09;NULL;-0,66;-1,74;0,00999999;-1,61;-1,44;0,16;0,28;-1,43;1,94;0,86
0,34;-0,33;0,12;-0,28;0,06;0,25;-0,11;0,1;-0,25;0,05;NULL;1,92;0,73;0,87;1,54;1,61;-1,42;-1,4;-1,04;-0,4;1,2
-0,16;-0,23;0,3;-0,18;0,26;0,05;-0,4;0,24;0,24;0,37;NULL;-1,54;-1,11;-0,94;0,94;0,74;0,23;-1,61;0,0899999;0,03;0,83
-0,42;-0,32;-0,18;-0,25;0,37;-0,06;0,12;0,42;-0,18;0,24;NULL;1,79;0,98;0,0799999;-0,65;0,89;-1,04;-1,57;1,09;-1,81;1,39
0,04;-0,15;0,15;-0,07;-0,42;0,39;-2,38419E-09;0,16;0,36;-0,02;NULL;-1,89;0,78;1,23;0,82;1,54;0,91;-0,98;1,98;-0,48;-1,12
0,15;0,41;0,14;-0,1;-0,28;0,24;0,31;-0,12;-0,1;0,1;NULL;1,07;0,53;-0,34;-0,85;0,8;-0,48;1;-0,94;0,45;1,58
0,13;0,25;-0,11;0,17;-0,43;-0,00999999;0,38;-0,2;-0,27;-0,41;NULL;1;-0,86;1,03;-1,53;0,04;-1,43;0,23;0,25;1,44;-0,59
